TICKER,ebitda,de_ratio,debt_ebitda,npm,roa,roe,gsector,sic,description
LRCX,4796.309,1.298,1.008,0.251,0.265,0.491,45.0,3559,"Special industry machinery, nec"
LANC,270.218,0.299,0.132,0.063,0.201,0.129,30.0,2030,
DSGR,124.43,1.255,4.21,0.004,0.102,0.009,20.0,5080,
LEG,497.3,2.128,4.368,0.044,0.1,0.115,25.0,2510,
LEN,5549.81,0.495,0.998,0.117,0.147,0.162,25.0,1531,Operative builders
JEF,3273.051,4.382,11.411,0.05,0.051,0.035,40.0,6211,Security brokers and dealers
JEF,,4.382,11.411,0.05,0.051,0.035,40.0,6211,Security brokers and dealers
LLY,11732.9,3.872,1.703,0.156,0.212,0.462,35.0,2834,Pharmaceutical preparations
BBWI,1554.0,-3.459,3.994,0.098,0.279,,25.0,5990,
LECO,805.457,1.85,1.561,0.122,0.248,0.463,20.0,3540,
LNC,,66.192,-4.003,0.089,0.005,0.316,40.0,6311,Life insurance
LNC,-774.0,66.192,-4.003,0.089,0.005,0.316,40.0,6311,Life insurance
LMT,10001.0,4.909,1.677,0.103,0.185,0.694,20.0,3760,
L,2613.0,4.207,3.793,0.088,0.032,0.092,40.0,6331,"Fire, marine, and casualty insurance"
L,,4.207,3.793,0.088,0.032,0.092,40.0,6331,"Fire, marine, and casualty insurance"
RRC,1720.971,1.085,0.825,0.338,0.344,0.419,10.0,1311,Crude petroleum and natural gas
LPX,462.0,0.601,0.925,0.041,0.184,0.071,15.0,2400,
LOW,13378.0,-4.002,2.919,0.085,0.301,,25.0,5211,Lumber and other building materials
LGL,-1.282,0.034,-0.026,0.075,-0.029,0.003,45.0,3679,"Electronic components, nec"
MDC,461.396,0.695,3.872,0.075,0.08,0.116,25.0,1531,Operative builders
MDU,639.576,1.777,4.304,0.079,0.076,0.108,55.0,1700,
MGEE,246.737,1.301,2.993,0.166,0.098,0.085,55.0,4931,Electric and other services combined
MTW,175.3,1.987,2.227,-0.043,0.113,-0.167,20.0,3530,
MRO,4207.0,0.763,1.4,0.26,0.22,0.146,10.0,1311,Crude petroleum and natural gas
MCS,102.256,1.299,4.072,0.009,0.092,0.014,50.0,7830,
MMC,6255.0,2.603,2.399,0.156,0.167,0.319,40.0,6411,"Insurance agents, brokers, and service"
MAS,1484.0,-19.388,2.362,0.104,0.27,,20.0,3430,
MAT,818.625,2.022,3.543,0.016,0.123,0.042,25.0,3942,Dolls and stuffed toys
MLP,-2.476,0.265,0.0,-1.29,-0.072,-0.346,60.0,6552,"Subdividers and developers, nec"
MLP,,0.265,0.0,-1.29,-0.072,-0.346,60.0,6552,"Subdividers and developers, nec"
MAYS,1.104,0.723,20.344,-0.015,0.017,-0.006,60.0,6512,Nonresidential building operators
MKC,1213.5,1.669,4.236,0.098,0.091,0.115,30.0,2090,
MCD,13247.1,-10.475,3.658,0.333,0.267,,25.0,5812,Eating places
MGRC,309.889,1.32,1.935,0.146,0.166,0.112,20.0,7359,"Equipment rental and leasing, nec"
SPGI,5724.0,0.609,2.183,0.202,0.09,0.062,40.0,7323,Credit reporting services
MCK,5275.0,-33.774,1.514,0.012,0.079,,35.0,5122,"Drugs, proprietaries, and sundries"
SLNH,-6.29,1.062,-1.899,-3.306,-0.117,-0.947,45.0,7372,Prepackaged software
CVS,19498.0,2.344,3.972,0.025,0.082,0.114,35.0,8000,
MRK,19208.0,1.477,1.384,0.078,0.227,0.101,35.0,2834,Pharmaceutical preparations
MLAB,37.496,0.674,4.759,-0.003,0.058,-0.002,35.0,3821,Laboratory apparatus and furniture
MEI,56.5,0.654,3.006,-0.023,0.072,-0.027,45.0,3678,Electronic connectors
EVI,17.611,0.949,2.145,0.023,0.083,0.062,20.0,5080,
MXC,3.835,0.061,0.013,0.364,0.298,0.178,10.0,1311,Crude petroleum and natural gas
SIEB,20.409,12.775,0.518,0.09,0.017,0.105,40.0,6211,Security brokers and dealers
MU,7849.0,0.456,4.251,-0.375,0.05,-0.124,45.0,3674,Semiconductors and related devices
ETR,4767.652,3.385,5.698,0.118,0.081,0.084,55.0,4911,Electric services
MSEX,64.417,1.766,6.095,0.198,0.058,0.068,55.0,4941,Water supply
MLKN,393.4,1.946,4.955,0.008,0.086,0.023,20.0,2520,
MSA,448.352,1.638,1.887,0.019,0.183,0.037,20.0,3842,Surgical appliances and supplies
MMM,6471.0,3.51,-2.173,-0.236,-0.164,-0.564,20.0,9997,
ALE,432.7,1.216,4.425,0.13,0.063,0.086,55.0,4931,Electric and other services combined
MOD,311.9,1.591,1.501,0.085,0.185,0.376,25.0,3714,Motor vehicle parts and accessories
QDEL,720.1,0.745,3.56,0.004,0.089,0.003,35.0,2835,Diagnostic substances
MSI,2737.0,46.471,2.423,0.173,0.22,4.044,45.0,3663,Radio and t.v. communications equipment
MUR,1995.852,0.934,1.262,0.208,0.205,0.142,10.0,1311,Crude petroleum and natural gas
INTG,7.774,-3.185,22.442,-0.137,0.069,,60.0,7011,Hotels and motels
MYE,97.952,1.015,1.204,0.06,0.179,0.186,15.0,3089,"Plastics products, nec"
VTRS,4784.2,1.35,3.905,0.118,0.099,0.08,35.0,2834,Pharmaceutical preparations
BAC,,10.143,11.828,0.187,0.017,0.123,40.0,6020,
BAC,50293.0,10.143,11.828,0.187,0.017,0.123,40.0,6020,
NL,17.646,0.534,0.032,-0.101,0.027,-0.038,20.0,3562,Ball and roller bearings
BMRA,-6.286,0.282,-0.188,-1.145,-0.552,-0.745,35.0,2835,Diagnostic substances
NSSC,57.201,0.192,0.142,0.2,0.267,0.27,45.0,3669,"Communications equipment, nec"
NATH,33.641,-2.646,2.711,0.146,0.476,,25.0,2013,Sausages and other prepared meats
NFG,1185.879,1.794,2.328,0.219,0.144,0.139,55.0,4924,Natural gas distribution
NHC,73.048,0.447,1.692,0.041,0.053,0.05,35.0,8051,Skilled nursing care facilities
THC,3263.0,17.247,4.931,0.023,0.115,0.32,35.0,8062,General medical and surgical hospitals
NPK,40.939,0.199,0.32,0.066,0.082,0.069,20.0,3480,
NATR,36.277,0.599,0.535,0.018,0.146,0.056,30.0,2834,Pharmaceutical preparations
NYT,380.136,0.559,0.187,0.08,0.147,0.122,50.0,2711,Newspapers
NWL,785.0,2.922,8.455,-0.066,0.052,-0.137,25.0,3630,
NEM,4328.0,0.978,1.482,-0.076,0.107,-0.039,15.0,1040,
NR,76.191,0.634,1.452,0.03,0.117,0.056,10.0,5160,
NKE,7550.0,1.635,1.886,0.098,0.167,0.338,25.0,3021,Rubber and plastics footwear
JWN,1153.0,12.14,4.168,0.008,0.122,0.185,25.0,5651,Family clothing stores
NSC,5222.0,2.117,2.976,0.17,0.138,0.104,20.0,4011,"Railroads, line-haul operating"
NC,-86.995,0.327,-3.155,0.082,-0.016,0.042,10.0,1221,Bituminous coal and lignite-surface mining
MOV,64.349,0.515,1.121,0.083,0.101,0.116,25.0,3873,"Watches, clocks, watchcases, and parts"
ES,3705.175,2.458,6.727,0.095,0.068,0.057,55.0,4931,Electric and other services combined
NI,2203.7,2.611,5.635,0.125,0.081,0.092,55.0,4932,Gas and other services combined
XEL,5036.0,2.643,5.436,0.118,0.08,0.081,55.0,4931,Electric and other services combined
NTRS,3789.7,12.15,5.546,0.104,0.024,0.11,40.0,6020,
NTRS,,12.15,5.546,0.104,0.024,0.11,40.0,6020,
NOC,3875.0,1.886,3.136,0.121,0.117,0.311,20.0,3812,Search and navigation equipment
TEX,693.0,1.457,1.249,0.093,0.216,0.389,20.0,3530,
NWN,310.522,2.797,5.386,0.08,0.069,0.062,55.0,4924,Natural gas distribution
NWE,510.929,1.719,5.409,0.119,0.067,0.056,55.0,4931,Electric and other services combined
WFC,,9.451,6.68,0.171,0.021,0.116,40.0,6020,
WFC,38485.0,9.451,6.68,0.171,0.021,0.116,40.0,6020,
NUE,7398.657,0.648,0.837,0.14,0.246,0.249,15.0,3312,Blast furnaces and steel mills
OXY,14363.0,1.433,1.343,0.185,0.214,0.212,10.0,1311,Crude petroleum and natural gas
OII,286.288,2.963,3.306,0.033,0.139,0.148,10.0,1389,"Oil and gas field services, nec"
ITI,6.663,0.762,2.75,0.0,0.031,0.001,45.0,3669,"Communications equipment, nec"
VTOL,149.897,1.347,5.872,-0.005,0.076,-0.007,10.0,4522,"Air transportation, nonscheduled"
FE,3466.0,3.474,7.274,0.042,0.069,0.038,55.0,4911,Electric services
ODC,72.858,0.602,0.67,0.082,0.241,0.214,30.0,3290,
OGE,1156.8,1.863,4.174,0.149,0.09,0.074,55.0,4931,Electric and other services combined
OLN,1211.2,2.246,2.025,0.084,0.187,0.2,15.0,2810,
OKE,4213.0,2.145,4.241,0.141,0.15,0.283,10.0,4923,Gas transmission and distribution
OTTR,475.873,1.335,1.902,0.208,0.154,0.187,55.0,4911,Electric services
OSG,145.684,2.218,3.925,0.114,0.145,0.125,10.0,4412,Deep sea foreign transportation of freight
OMI,515.442,4.778,6.902,-0.011,0.07,-0.117,35.0,5047,Medical and hospital equipment
OC,2307.0,1.231,1.401,0.123,0.212,0.23,20.0,3290,
OI,1282.0,4.234,3.598,0.053,0.147,0.229,15.0,3221,Glass containers
OXM,256.903,0.944,1.411,0.097,0.226,0.261,25.0,2300,
PNC,10927.0,10.542,5.657,0.204,0.02,0.153,40.0,6020,
PNC,,10.542,5.657,0.204,0.02,0.153,40.0,6020,
PPG,2856.0,1.954,2.77,0.078,0.128,0.192,15.0,2851,Paints and allied products
PCAR,7370.9,1.459,1.68,0.12,0.202,0.295,20.0,3711,Motor vehicles and car bodies
PCG,8434.0,4.07,7.128,0.081,0.065,0.072,55.0,4931,Electric and other services combined
SRE,5943.0,1.837,5.414,0.166,0.07,0.089,55.0,4923,Gas transmission and distribution
PAR,-41.822,1.349,-10.196,-0.159,-0.046,-0.177,45.0,3578,Calculating and accounting equipment
PKE,10.46,0.223,0.015,0.19,0.075,0.083,20.0,3672,Printed circuit boards
PKOH,121.6,4.346,6.727,0.012,0.075,0.073,20.0,5072,Hardware
PH,4828.411,2.014,2.932,0.119,0.148,0.208,20.0,3490,
PATK,403.915,1.773,3.414,0.042,0.148,0.15,25.0,3714,Motor vehicle parts and accessories
PAYX,2371.8,2.11,0.389,0.314,0.228,0.465,20.0,8721,"Accounting, auditing, and bookkeeping"
AFG,1134.0,6.339,1.535,0.115,0.039,0.217,40.0,6331,"Fire, marine, and casualty insurance"
AFG,,6.339,1.535,0.115,0.039,0.217,40.0,6331,"Fire, marine, and casualty insurance"
PPL,3286.0,1.737,4.58,0.09,0.084,0.045,55.0,4911,Electric services
PEP,16628.0,4.384,2.627,0.09,0.174,0.377,30.0,2080,
TPC,-69.368,2.24,-6.768,-0.058,-0.032,-0.15,20.0,1600,
PFE,13824.0,1.106,2.935,0.153,0.086,0.107,35.0,2834,Pharmaceutical preparations
EXC,7609.0,2.882,5.836,0.102,0.075,0.059,55.0,4911,Electric services
WTRG,1035.792,1.856,6.694,0.21,0.065,0.07,55.0,4941,Water supply
MO,11899.0,-10.759,2.191,0.426,0.329,,30.0,2111,Cigarettes
COP,23349.0,0.929,0.725,0.187,0.258,0.201,10.0,1311,Crude petroleum and natural gas
PVH,1166.7,1.272,3.437,0.058,0.095,0.099,25.0,2300,
SENEA,149.943,1.325,4.401,0.024,0.087,0.059,30.0,2033,Canned fruits and specialties
AGYS,22.958,0.686,1.285,0.065,0.073,0.126,45.0,7372,Prepackaged software
PIPR,198.299,0.702,2.2,0.056,0.077,0.069,40.0,6211,Security brokers and dealers
PIPR,,0.702,2.2,0.056,0.077,0.069,40.0,6211,Security brokers and dealers
PBI,254.727,-227.55,9.945,-0.047,0.055,-0.477,20.0,4210,
IPDN,-3.771,1.69,-0.093,-0.616,-0.615,-1.588,20.0,7361,Employment agencies
POWL,185.644,1.18,0.02,0.078,0.114,0.17,20.0,3613,Switchgear and switchboard apparatus
PG,23185.0,1.607,1.613,0.183,0.186,0.295,30.0,2840,
PEG,4849.0,2.361,3.948,0.238,0.104,0.14,55.0,4931,Electric and other services combined
PHM,3453.617,0.598,0.694,0.165,0.246,0.3,25.0,1531,Operative builders
PCYO,14.342,0.126,1.721,0.322,0.032,0.04,55.0,4950,
AGX,38.863,0.803,0.123,0.064,0.078,0.122,20.0,8711,Engineering services
KWR,304.07,1.125,3.106,0.008,0.107,0.011,15.0,2990,
QMCO,-11.389,-3.568,-14.475,-0.094,-0.035,,45.0,3572,Computer storage devices
RCMT,24.531,2.845,0.714,0.063,0.254,0.536,20.0,7363,Help supply services
RES,362.782,0.271,0.07,0.142,0.366,0.261,10.0,1389,"Oil and gas field services, nec"
RPM,1058.776,2.146,2.954,0.07,0.15,0.237,15.0,2890,
USLM,109.249,0.135,0.053,0.25,0.27,0.191,15.0,1400,
RRX,1235.4,1.281,4.978,-0.002,0.088,-0.002,20.0,3621,Motors and generators
RGS,25.633,-19.45,26.035,-0.037,0.033,,25.0,7200,
AN,1894.8,4.148,3.438,0.041,0.197,0.502,25.0,5500,
RELL,4.725,0.262,0.113,0.07,0.11,0.114,45.0,5065,"Electronic parts and equipment, nec"
ROK,1605.6,2.123,1.719,0.153,0.176,0.436,20.0,3620,
ROG,134.6,0.331,1.221,0.109,0.085,0.085,45.0,3672,Printed circuit boards
ROL,691.322,0.9,0.825,0.138,0.298,0.316,20.0,7340,
ROST,2727.095,2.135,2.275,0.087,0.187,0.379,25.0,5651,Family clothing stores
RGLD,470.579,0.234,1.221,0.377,0.137,0.08,15.0,6795,
R,2625.0,3.882,2.79,0.041,0.178,0.105,20.0,7510,
SEIC,,0.167,0.057,0.241,0.207,0.229,40.0,6282,Investment advice
SEIC,498.505,0.167,0.057,0.241,0.207,0.229,40.0,6282,Investment advice
SJW,255.303,2.18,6.208,0.148,0.073,0.074,55.0,4941,Water supply
SCHL,103.9,0.647,0.843,0.034,0.061,0.049,50.0,2731,Book publishing
SEB,196.0,0.536,3.484,0.039,0.058,0.078,30.0,9997,
APPS,55.82,1.201,3.111,-0.303,0.06,-0.292,45.0,7372,Prepackaged software
SEE,1075.0,17.832,4.315,0.056,0.159,0.785,15.0,3081,Unsupported plastics film and sheet
SMTC,81.579,3.213,13.79,-0.594,0.047,-0.752,45.0,3674,Semiconductors and related devices
SCI,1144.447,8.401,3.953,0.121,0.075,0.234,25.0,7200,
SVT,0.181,0.443,-0.942,-0.126,-0.043,-0.164,20.0,3621,Motors and generators
SHEN,78.268,0.575,2.1,0.013,0.081,0.005,50.0,4813,"Telephone communication, except radio"
SHW,4330.5,5.717,2.941,0.105,0.186,0.631,15.0,2851,Paints and allied products
MUX,-71.252,0.43,-0.484,-0.888,-0.191,-0.335,15.0,1040,
AOS,835.7,0.795,0.349,0.079,0.253,0.167,20.0,3630,
SJM,1919.1,1.148,3.046,-0.002,0.113,-0.002,30.0,2033,Canned fruits and specialties
SNA,1409.7,0.528,0.912,0.197,0.198,0.215,20.0,3420,
KEY,,13.01,9.951,0.128,0.015,0.115,40.0,6020,
KEY,2802.0,13.01,9.951,0.128,0.015,0.115,40.0,6020,
SON,1043.864,2.196,3.328,0.072,0.15,0.22,15.0,2650,
EIX,5925.0,3.501,5.905,0.087,0.074,0.073,55.0,4911,Electric services
AWR,239.043,1.845,3.458,0.207,0.113,0.141,55.0,4941,Water supply
SO,10283.0,3.302,6.321,0.116,0.071,0.07,55.0,4911,Electric services
LUV,2387.0,2.372,4.276,0.019,0.061,0.039,20.0,4512,"Air transportation, scheduled"
SWX,930.468,2.749,5.595,-0.037,0.078,-0.051,55.0,4923,Gas transmission and distribution
T,43529.0,2.897,3.723,-0.087,0.105,-0.065,50.0,4812,Radiotelephone communication
SWN,333.0,1.196,1.277,0.623,0.258,1.107,10.0,1311,Crude petroleum and natural gas
SHYF,26.335,1.081,2.219,0.03,0.105,0.111,20.0,3537,Industrial trucks and tractors
STAA,38.309,0.244,1.133,0.063,0.069,0.058,35.0,3851,Ophthalmic goods
SMP,124.265,1.059,2.168,0.047,0.106,0.105,25.0,3690,
SXI,139.202,0.702,1.443,0.187,0.146,0.249,20.0,3670,
SWK,1340.6,1.602,6.097,-0.007,0.051,-0.011,20.0,3540,
STT,,10.98,2.937,0.141,0.023,0.107,40.0,6020,
STT,6729.0,10.98,2.937,0.141,0.023,0.107,40.0,6020,
SCL,177.957,1.02,4.046,0.022,0.074,0.044,15.0,2840,
STC,156.945,0.979,3.577,0.015,0.062,0.025,40.0,6361,Title insurance
STC,,0.979,3.577,0.015,0.062,0.025,40.0,6361,Title insurance
SYK,5348.0,1.169,2.61,0.13,0.14,0.153,35.0,3841,Surgical and medical instruments
NAVI,,21.674,,0.076,0.057,0.122,40.0,6111,Federal and federally sponsored credit
NAVI,,21.674,,0.076,0.057,0.122,40.0,6111,Federal and federally sponsored credit
RGR,75.12,0.278,0.039,0.101,0.2,0.166,25.0,3480,
SUP,154.272,4.468,3.471,-0.05,0.158,-5.109,25.0,3714,Motor vehicle parts and accessories
SGC,33.482,1.281,5.279,0.014,0.06,0.039,25.0,2300,
SBOW,440.043,1.025,1.578,0.451,0.256,0.346,10.0,1311,Crude petroleum and natural gas
TPHS,-5.27,18.803,-42.878,-0.898,-0.021,-1.555,60.0,6512,Nonresidential building operators
ACNT,-17.39,1.05,-36.12,-0.069,-0.01,-0.143,15.0,3317,Steel pipe and tubes
SYY,4223.0,11.699,2.913,0.024,0.177,1.015,30.0,5140,
TAYD,11.178,0.143,0.0,0.174,0.172,0.152,20.0,3569,"General industrial machinery,"
TISI,26.16,5.566,11.804,-0.127,0.047,-1.082,20.0,8734,Testing laboratories
SSY,-1.038,0.33,1.814,-0.012,0.021,-0.029,35.0,5912,Drug stores and proprietary stores
TRC,1.107,0.204,17.674,0.08,0.005,0.008,60.0,100,
TRC,,0.204,17.674,0.08,0.005,0.008,60.0,100,
ATI,622.5,2.811,3.025,0.072,0.141,0.287,15.0,3350,
TFX,823.231,0.695,2.219,0.137,0.122,0.091,35.0,3841,Surgical and medical instruments
TDS,1086.0,1.367,4.74,-0.004,0.072,-0.003,50.0,4812,Radiotelephone communication
TNC,192.6,1.144,1.69,0.084,0.183,0.209,20.0,3580,
TER,639.351,0.396,0.179,0.184,0.198,0.21,45.0,3825,Instruments to measure electricity
TXN,8569.0,0.907,1.141,0.392,0.322,0.469,45.0,3674,Semiconductors and related devices
TPL,492.11,0.133,0.003,0.644,0.526,0.465,10.0,6792,Oil royalty traders
TXT,1445.0,1.327,2.911,0.071,0.083,0.136,20.0,3721,Aircraft
TMO,10878.0,1.181,3.235,0.137,0.115,0.128,35.0,3826,Analytical instruments
THO,690.228,0.881,2.104,0.028,0.103,0.074,25.0,3790,
TDW,364.769,0.649,1.262,0.078,0.222,0.081,10.0,4400,
SIX,497.615,-3.244,5.06,0.053,0.187,,25.0,7996,Amusement parks
TKR,910.0,1.463,2.402,0.091,0.156,0.177,20.0,3562,Ball and roller bearings
TR,120.071,0.308,0.118,0.115,0.116,0.106,30.0,2060,
GL,,5.069,2.036,0.175,0.048,0.22,40.0,6311,Life insurance
GL,1318.482,5.069,2.036,0.175,0.048,0.22,40.0,6311,Life insurance
TRNS,34.416,0.883,2.118,0.036,0.157,0.082,20.0,8734,Testing laboratories
TRN,622.4,7.63,10.246,0.032,0.063,0.042,20.0,3743,Railroad equipment
TRT,4.037,0.495,0.637,0.022,0.156,0.031,45.0,3559,"Special industry machinery, nec"
VNRX,-34.821,-77.351,-0.137,-52.097,-1.566,-7.408,35.0,2835,Diagnostic substances
TWIN,24.776,1.034,1.872,0.042,0.083,0.086,20.0,3560,
TYL,374.876,0.694,2.452,0.082,0.081,0.056,45.0,7373,Computer integrated systems design
TSN,3073.0,0.992,5.372,-0.012,0.051,-0.03,30.0,2011,Meat packing plants
UAL,7831.0,8.437,4.574,0.055,0.116,0.435,20.0,4512,"Air transportation, scheduled"
UFI,-4.074,0.644,-11.784,-0.089,-0.023,-0.152,25.0,2200,
UNF,327.25,0.282,0.249,0.046,0.104,0.05,20.0,2300,
AEE,2945.0,2.563,5.367,0.146,0.077,0.081,55.0,4931,Electric and other services combined
UNP,11467.0,4.095,3.055,0.264,0.174,0.251,20.0,4011,"Railroads, line-haul operating"
UG,2.969,0.153,0.0,0.229,0.245,0.254,30.0,2834,Pharmaceutical preparations
UNH,,2.235,1.809,0.06,0.135,0.266,35.0,6324,Hospital and medical service plans
UNH,36330.0,2.235,1.809,0.06,0.135,0.266,35.0,6324,Hospital and medical service plans
UMBF,,13.553,5.661,0.17,0.019,0.14,40.0,6020,
UMBF,750.101,13.553,5.661,0.17,0.019,0.14,40.0,6020,
UPS,13251.0,2.593,1.754,0.092,0.202,0.365,20.0,4210,
UAMY,-5.878,0.065,-0.085,-0.434,-0.097,-0.115,15.0,3330,
USEG,,0.535,-5.4,-0.406,-0.021,-0.184,10.0,1311,Crude petroleum and natural gas
USEG,-23.805,0.535,-5.4,-0.406,-0.021,-0.184,10.0,1311,Crude petroleum and natural gas
RTX,10064.0,1.221,3.58,0.044,0.063,0.044,20.0,3724,Aircraft engines and engine parts
LNW,994.0,4.784,4.106,0.038,0.158,0.097,25.0,3570,
UTL,154.5,2.347,4.212,0.075,0.094,0.07,55.0,4931,Electric and other services combined
SXT,240.684,0.947,2.824,0.088,0.124,0.125,15.0,2860,
UVV,288.612,0.993,3.713,0.046,0.093,0.086,30.0,5150,
UUU,-0.257,0.649,2.317,0.027,0.087,0.117,45.0,3669,"Communications equipment, nec"
UHS,1743.422,1.262,3.043,0.048,0.128,0.113,35.0,8062,General medical and surgical hospitals
UTMD,23.112,0.075,0.016,0.328,0.199,0.144,35.0,3845,Electromedical equipment
VFC,1011.285,3.973,5.871,-0.019,0.095,-0.071,25.0,2300,
VSEC,113.874,1.247,3.974,0.041,0.098,0.076,20.0,4581,"Airports, flying fields, and services"
VMI,565.204,1.25,1.923,0.036,0.161,0.097,20.0,3440,
VALU,10.55,0.552,0.476,0.452,0.096,0.184,40.0,2721,Periodicals
VALU,,0.552,0.476,0.452,0.096,0.184,40.0,2721,Periodicals
VECO,97.844,0.971,3.4,0.119,0.08,0.138,45.0,3559,"Special industry machinery, nec"
VLGEA,97.627,1.374,4.039,0.023,0.102,0.126,30.0,5411,Grocery stores
VIRC,36.981,1.179,1.081,0.107,0.212,0.403,20.0,2531,Public building and related furniture
VSH,670.517,0.914,1.06,0.099,0.183,0.158,45.0,3670,
VMC,2023.2,1.002,2.366,0.109,0.134,0.104,15.0,1400,
WDFC,105.807,1.084,1.313,0.123,0.224,0.315,30.0,2890,
WMT,36570.0,2.167,1.702,0.026,0.153,0.211,30.0,5331,Variety stores
WBA,3585.0,3.404,7.929,-0.022,0.047,-0.128,30.0,5912,Drug stores and proprietary stores
GHC,297.607,0.743,3.911,0.037,0.048,0.036,25.0,8200,
AVA,523.099,2.111,6.019,0.095,0.066,0.054,55.0,4931,Electric and other services combined
WSO,803.723,0.712,0.633,0.081,0.223,0.302,20.0,5070,
WMK,235.186,0.467,0.772,0.023,0.122,0.079,30.0,5411,Grocery stores
GBR,-0.23,0.014,0.0,0.169,-0.038,0.006,60.0,6512,Nonresidential building operators
WST,845.5,0.333,0.376,0.191,0.232,0.208,35.0,3060,
WDC,779.0,1.085,-7.586,-0.213,-0.04,-0.207,45.0,3572,Computer storage devices
WEYS,44.286,0.32,0.58,0.095,0.155,0.138,25.0,5130,
WHR,1526.0,6.921,5.883,-0.084,0.082,-0.609,25.0,3630,
WLY,393.805,2.086,2.643,-0.059,0.125,-0.099,50.0,2721,Periodicals
WMB,6272.0,2.997,3.926,0.253,0.127,0.192,10.0,4922,Natural gas transmission
WSM,1503.03,1.816,0.927,0.12,0.333,0.613,25.0,5961,Catalog and mail-order houses
WGO,189.1,0.778,1.851,0.062,0.145,0.163,25.0,3790,
WEC,3351.1,2.65,5.638,0.148,0.075,0.085,55.0,4931,Electric and other services combined
LNT,1619.0,2.168,5.7,0.167,0.079,0.083,55.0,4931,Electric and other services combined
WWW,108.8,6.05,9.913,-0.13,0.051,-0.663,25.0,3140,
WWD,547.14,0.936,1.756,0.08,0.109,0.11,20.0,3720,
FL,391.0,1.342,6.155,0.01,0.065,0.024,25.0,5661,Shoe stores
WOR,69.471,1.056,2.011,0.061,0.104,0.172,25.0,3390,
XRX,727.0,2.147,4.495,0.025,0.073,0.053,45.0,3577,"Computer peripheral equipment, nec"
YORW,41.277,1.531,3.891,0.334,0.076,0.089,55.0,4941,Water supply
SPB,291.4,1.088,8.85,-0.08,0.034,-0.116,30.0,3634,Electric housewares and fans
TJX,6767.0,3.434,2.021,0.079,0.219,0.644,25.0,5651,Family clothing stores
ZION,,16.055,5.417,0.189,0.019,0.183,40.0,6020,
ZION,1548.0,16.055,5.417,0.189,0.019,0.183,40.0,6020,
OSK,1005.7,1.434,1.083,0.056,0.118,0.164,20.0,3711,Motor vehicles and car bodies
QLYS,190.06,1.453,0.203,0.258,0.257,0.469,45.0,7372,Prepackaged software
ALEX,,0.723,6.845,0.212,0.039,0.046,60.0,6798,Real estate investment trusts
SF,873.633,6.107,3.285,0.107,0.024,0.116,40.0,6211,Security brokers and dealers
SF,,6.107,3.285,0.107,0.024,0.116,40.0,6211,Security brokers and dealers
LCII,255.196,1.292,5.514,0.013,0.072,0.035,25.0,3711,Motor vehicles and car bodies
JKHY,709.92,0.693,0.495,0.171,0.261,0.202,40.0,7373,Computer integrated systems design
ASB,610.751,8.942,7.188,0.184,0.018,0.099,40.0,6020,
ASB,,8.942,7.188,0.184,0.018,0.099,40.0,6020,
NMIH,456.456,0.545,0.971,0.556,0.174,0.168,40.0,6351,Surety insurance
NMIH,,0.545,0.971,0.556,0.174,0.168,40.0,6351,Surety insurance
TFC,11503.0,7.969,6.329,0.176,0.021,0.103,40.0,6020,
TFC,,7.969,6.329,0.176,0.021,0.103,40.0,6020,
VLY,1169.241,8.369,3.551,0.19,0.021,0.097,40.0,6020,
VLY,,8.369,3.551,0.19,0.021,0.097,40.0,6020,
NGVC,,2.917,6.111,0.02,0.091,0.13,30.0,5400,
RMCF,-2.816,0.55,-1.365,-0.153,-0.072,-0.305,30.0,2060,
RBB,78.518,7.161,4.411,0.21,0.023,0.098,40.0,6020,
RBB,,7.161,4.411,0.21,0.023,0.098,40.0,6020,
ELA,10.118,0.589,1.758,0.064,0.167,0.27,25.0,5990,
MS,,10.758,9.525,0.108,0.04,0.107,40.0,6211,Security brokers and dealers
MS,50732.0,10.758,9.525,0.108,0.04,0.107,40.0,6211,Security brokers and dealers
TROW,,0.235,0.185,0.255,0.188,0.179,40.0,6282,Investment advice
TROW,2292.8,0.235,0.185,0.255,0.188,0.179,40.0,6282,Investment advice
MSFT,129433.0,0.991,0.778,0.353,0.29,0.406,45.0,7372,Prepackaged software
ORCL,21884.0,-165.14,4.504,0.184,0.155,0.976,45.0,7372,Prepackaged software
COTY,1003.9,2.211,4.923,0.066,0.073,0.09,30.0,2844,Toilet preparations
RGEN,131.391,0.296,2.769,0.173,0.06,0.06,35.0,2836,"Biological products, except diagnostic"
XOMA,-20.988,0.152,-0.001,-6.053,-0.159,-0.223,35.0,2836,"Biological products, except diagnostic"
ASTE,87.9,0.614,1.358,0.013,0.07,0.028,20.0,3531,Construction machinery
WERN,436.945,1.086,1.566,0.045,0.152,0.085,20.0,4213,"Trucking, except local"
REFR,-2.006,0.106,-0.168,-3.085,-0.434,-0.464,45.0,8731,Commercial physical research
